true_intent,pred_intent,true_id,pred_id,count
transfer_into_account,top_up_by_cash_or_cheque,65,58,1
transfer_into_account,verify_source_of_funds,65,70,1
transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,66,5,1
transfer_not_received_by_recipient,beneficiary_not_allowed,66,7,1
transfer_not_received_by_recipient,direct_debit_payment_not_recognised,66,28,1
transfer_not_received_by_recipient,reverted_card_payment?,66,53,1
transfer_timing,balance_not_updated_after_bank_transfer,67,5,1
unable_to_verify_identity,verify_my_identity,68,69,1
verify_my_identity,why_verify_identity,69,74,1
verify_source_of_funds,balance_not_updated_after_cheque_or_cash_deposit,70,6,1
verify_source_of_funds,card_arrival,70,11,1
verify_source_of_funds,pending_top_up,70,47,1
verify_top_up,pending_top_up,71,47,1
verify_top_up,verify_my_identity,71,69,1
virtual_card_not_working,get_disposable_virtual_card,72,37,1
visa_or_mastercard,supported_cards_and_currencies,73,54,1
why_verify_identity,edit_personal_details,74,30,1
why_verify_identity,failed_transfer,74,35,1
why_verify_identity,request_refund,74,52,1
wrong_amount_of_cash_received,balance_not_updated_after_cheque_or_cash_deposit,75,6,1
wrong_amount_of_cash_received,pending_cash_withdrawal,75,46,1
wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,76,17,1
wrong_exchange_rate_for_cash_withdrawal,declined_cash_withdrawal,76,26,1
