true_intent,pred_intent,true_id,pred_id,count
card_payment_not_recognised,card_payment_fee_charged,16,15,1
card_payment_not_recognised,direct_debit_payment_not_recognised,16,28,1
card_payment_wrong_exchange_rate,exchange_charge,17,31,1
card_payment_wrong_exchange_rate,extra_charge_on_statement,17,34,1
card_swallowed,card_arrival,18,11,1
cash_withdrawal_charge,cash_withdrawal_not_recognised,19,20,1
cash_withdrawal_not_recognised,beneficiary_not_allowed,20,7,1
cash_withdrawal_not_recognised,pending_cash_withdrawal,20,46,1
change_pin,edit_personal_details,21,30,1
change_pin,pin_blocked,21,49,1
compromised_card,card_payment_not_recognised,22,16,1
compromised_card,lost_or_stolen_card,22,41,1
contactless_not_working,card_about_to_expire,23,9,1
contactless_not_working,card_linking,23,13,1
contactless_not_working,getting_spare_card,23,39,1
declined_card_payment,card_not_working,25,14,1
declined_card_payment,pending_card_payment,25,45,1
declined_cash_withdrawal,card_not_working,26,14,1
declined_cash_withdrawal,pin_blocked,26,49,1
exchange_charge,exchange_rate,31,32,1
exchange_rate,card_payment_wrong_exchange_rate,32,17,1
exchange_via_app,country_support,33,24,1
exchange_via_app,edit_personal_details,33,30,1
exchange_via_app,transfer_into_account,33,65,1
extra_charge_on_statement,card_payment_fee_charged,34,15,1
fiat_currency_support,country_support,36,24,1
fiat_currency_support,exchange_via_app,36,33,1
get_disposable_virtual_card,order_physical_card,37,43,1
getting_spare_card,order_physical_card,39,43,1
getting_virtual_card,order_physical_card,40,43,1
lost_or_stolen_card,compromised_card,41,22,1
lost_or_stolen_card,getting_spare_card,41,39,1
lost_or_stolen_phone,lost_or_stolen_card,42,41,1
order_physical_card,card_about_to_expire,43,9,1
pending_card_payment,declined_card_payment,45,25,1
pending_card_payment,pending_transfer,45,48,1
pending_cash_withdrawal,cash_withdrawal_charge,46,19,1
pending_cash_withdrawal,pending_card_payment,46,45,1
pending_cash_withdrawal,pending_transfer,46,48,1
pending_top_up,card_not_working,47,14,1
pending_top_up,top_up_reverted,47,61,1
pending_top_up,transfer_not_received_by_recipient,47,66,1
receiving_money,country_support,50,24,1
receiving_money,transfer_into_account,50,65,1
Refund_not_showing_up,reverted_card_payment?,51,53,1
reverted_card_payment?,request_refund,53,52,1
supported_cards_and_currencies,top_up_limits,54,60,1
supported_cards_and_currencies,visa_or_mastercard,54,73,1
terminate_account,edit_personal_details,55,30,1
top_up_by_bank_transfer_charge,card_payment_fee_charged,56,15,1
top_up_by_bank_transfer_charge,transfer_fee_charged,56,64,1
top_up_by_card_charge,supported_cards_and_currencies,57,54,1
top_up_by_cash_or_cheque,supported_cards_and_currencies,58,54,1
top_up_by_cash_or_cheque,topping_up_by_card,58,62,1
top_up_failed,top_up_reverted,59,61,1
top_up_reverted,topping_up_by_card,61,62,1
topping_up_by_card,card_acceptance,62,10,1
topping_up_by_card,declined_cash_withdrawal,62,26,1
topping_up_by_card,supported_cards_and_currencies,62,54,1
topping_up_by_card,top_up_failed,62,59,1
transaction_charged_twice,card_payment_wrong_exchange_rate,63,17,1
transfer_fee_charged,card_payment_fee_charged,64,15,1
transfer_fee_charged,wrong_amount_of_cash_received,64,75,1
transfer_into_account,supported_cards_and_currencies,65,54,1
transfer_into_account,topping_up_by_card,65,62,1
transfer_not_received_by_recipient,beneficiary_not_allowed,66,7,1
transfer_not_received_by_recipient,direct_debit_payment_not_recognised,66,28,1
transfer_timing,pending_transfer,67,48,1
unable_to_verify_identity,verify_my_identity,68,69,1
unable_to_verify_identity,why_verify_identity,68,74,1
verify_my_identity,why_verify_identity,69,74,1
verify_source_of_funds,balance_not_updated_after_bank_transfer,70,5,1
verify_source_of_funds,balance_not_updated_after_cheque_or_cash_deposit,70,6,1
verify_source_of_funds,pin_blocked,70,49,1
verify_source_of_funds,top_up_limits,70,60,1
virtual_card_not_working,get_disposable_virtual_card,72,37,1
visa_or_mastercard,order_physical_card,73,43,1
why_verify_identity,edit_personal_details,74,30,1
why_verify_identity,terminate_account,74,55,1
wrong_amount_of_cash_received,balance_not_updated_after_cheque_or_cash_deposit,75,6,1
wrong_amount_of_cash_received,cash_withdrawal_not_recognised,75,20,1
wrong_amount_of_cash_received,pending_cash_withdrawal,75,46,1
wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,76,17,1
wrong_exchange_rate_for_cash_withdrawal,declined_cash_withdrawal,76,26,1
